Date,Player1,Player2,OppKey,OppRating_Display,RatingType,Result,New,Tot,Exp,Pts
2022-10-18,Richard Dineley,Gary Slegg,n1 gary slegg,1611,N1,1,2311,4.3,0.9,4.5
2022-11-01,Richard Dineley,Andrew M Barber,NA,1842,ENG,1,2312,5.2,0.9,5.5
2022-11-22,Richard Dineley,Philip J Crocker,NA,2216,ENG,1,2316,5.83,0.63,6.5
2022-11-15,Elijah Everett,Will G Williams,n1 will g williams,1826,N1,1,2298,0.9,0.9,1
2022-07-29,Tim Kett,David Anton Guijarro,NA,2667,FIDE,0,2274,0.1,0.1,0
2022-07-30,Tim Kett,Lourenco Napoleao,NA,1778,FIDE,0.5,2268,1,0.9,0.5
2022-08-01,Tim Kett,Ebrahim Al-Burshaid,NA,1702,FIDE,1,2270,1.9,0.9,1.5
2022-08-02,Tim Kett,Toni Lazov,NA,2374,FIDE,0.5,2272,2.26,0.36,2
2022-08-03,Tim Kett,Hogni Egilstoft Nielson,NA,2414,FIDE,1,2283,2.57,0.31,3
2022-08-05,Tim Kett,Sidi Mohamed Cheikh Hassan,NA,1825,FIDE,0.5,2276,3.47,0.9,3.5
2022-08-06,Tim Kett,Daniel Barrish,NA,2283,FIDE,1,2285,3.96,0.49,4.5
2022-08-07,Tim Kett,Lin Tun Nay,NA,2045,FIDE,1,2288,4.75,0.79,5.5
2022-08-09,Tim Kett,Krzysztof Belzo,NA,2080,FIDE,1,2292,5.51,0.76,6.5
2022-08-26,Tim Kett,Stefanus Phan,NA,2032,ENG,0,2279,6.31,0.8,6.5
2022-08-27,Tim Kett,Jack Liu,NA,1930,ENG,1,2281,7.19,0.88,7.5
2022-08-27,Tim Kett,Rohan Pal,NA,2011,ENG,0.5,2276,8.01,0.82,8
2022-08-28,Tim Kett,Christopher A Gibson,NA,1944,ENG,1,2278,8.88,0.87,9
2022-08-28,Tim Kett,Mahmoud Shahbazi,NA,2043,ENG,1,2281,9.67,0.79,10
2022-08-29,Tim Kett,David Henderson,NA,2160,ENG,0.5,2279,10.33,0.66,10.5
2022-08-29,Tim Kett,Anum Sheikh,NA,1961,ENG,1,2281,11.19,0.86,11.5
2022-08-30,Tim Kett,Daniel W Gormally,NA,2504,ENG,0,2277,11.4,0.21,11.5
2022-08-30,Tim Kett,Chino C Atako,NA,2136,ENG,0,2266,12.09,0.69,11.5
2022-09-06,Tim Kett,David Llewellyn,e1 david llewellyn,1899,E1,1,2268,12.99,0.9,12.5
2022-10-04,Tim Kett,Jonathan Gilbert,g1 jonathan gilbert,2073,G1,1,2272,13.75,0.76,13.5
2022-10-07,Tim Kett,Daniel Shek,NA,1927,ENG,1,2274,14.63,0.88,14.5
2022-10-08,Tim Kett,Keith DF Gregory,NA,2024,ENG,0.5,2269,15.44,0.81,15
2022-10-08,Tim Kett,John F Wheeler,NA,1980,ENG,1,2271,16.29,0.85,16
2022-10-08,Tim Kett,Andrew L Hill,NA,2021,ENG,1,2274,17.1,0.81,17
2022-10-09,Tim Kett,David E Pye,NA,2118,ENG,0.5,2271,17.81,0.71,17.5
2022-10-09,Tim Kett,Matt Staniforth,e1 matt staniforth,2015,E1,0.5,2266,18.63,0.82,18
2022-10-10,Tim Kett,Daniel Wilmot,e1 daniel wilmot,1928,E1,1,2268,19.51,0.88,19
2022-10-22,Tim Kett,Stefanie Duessler,NA,2093,FIDE,0.5,2264,20.25,0.74,19.5
2022-10-23,Tim Kett,Neil McDonald,NA,2478,ENG,0,2260,20.49,0.24,19.5
2022-10-25,Tim Kett,Yogesh Shelgaonkar,e1 yogesh shelgaonkar,1900,E1,1,2262,21.39,0.9,20.5
2022-12-06,Tim Kett,Sam Jukes,e1 sam jukes,2028,E1,0.5,2257,22.2,0.81,21
2022-12-20,Tim Kett,Olivia Smith,e1 olivia smith,2156,E1,0.5,2254,22.87,0.67,21.5
2022-12-28,Tim Kett,Nick W Faulks,NA,1916,ENG,1,2256,23.76,0.89,22.5
2022-12-28,Tim Kett,Jonathan Rubeck,NA,1913,ENG,1,2258,24.65,0.89,23.5
2022-12-29,Tim Kett,Bence Korpa,NA,2516,FIDE,0,2254,24.85,0.2,23.5
2022-12-29,Tim Kett,Brandon G I Clarke,NA,2550,ENG,0,2252,25.02,0.17,23.5
2022-12-30,Tim Kett,Zaki Harari,NA,2149,ENG,1,2257,25.7,0.68,24.5
2022-12-30,Tim Kett,Joe Varley,NA,2022,ENG,1,2260,26.51,0.81,25.5
2022-12-31,Tim Kett,Tom Brown,e1 tom brown,2211,E1,0.5,2258,27.1,0.59,26
2022-12-31,Tim Kett,Robert Starley,NA,2133,ENG,1,2263,27.79,0.69,27
2023-01-01,Tim Kett,Mohammed Aayan Ismail,NA,2215,ENG,0,2254,28.38,0.59,27
2023-01-01,Tim Kett,Adam G Ashton,NA,2383,ENG,0,2248,28.73,0.35,27
2023-01-02,Tim Kett,Aayush Dewangan,NA,1771,ENG,0.5,2242,29.63,0.9,27.5
2023-01-03,Tim Kett,Pal Royset,NA,2380,ENG,0,2236,29.98,0.35,27.5
2023-01-04,Tim Kett,Robert Jacobs,NA,1999,ENG,0,2223,30.81,0.83,27.5
2023-01-05,Tim Kett,Julien M Shepley,NA,1970,ENG,1,2225,31.66,0.85,28.5
2023-01-06,Tim Kett,Sam Jukes,e1 sam jukes,2028,E1,0.5,2220,32.47,0.81,29
2022-07-07,Jonathan LB Blackburn,Joshua McKenna,e1 joshua mckenna,1805,E1,1,2261,0.9,0.9,1
2022-07-07,Jonathan LB Blackburn,Andrew Di-Vetta,e1 andrew di-vetta,1943,E1,1,2263,1.76,0.86,2
2022-07-08,Jonathan LB Blackburn,Peter K Wells,NA,2429,ENG,0.5,2266,2.03,0.27,2.5
2022-07-09,Jonathan LB Blackburn,Keith C Arkell,NA,2492,ENG,0,2263,2.24,0.21,2.5
2022-07-09,Jonathan LB Blackburn,Joe Fathallah,e1 joe fathallah,2075,E1,1,2267,2.98,0.74,3.5
2022-07-10,Jonathan LB Blackburn,Andrei Maksimenko,NA,2434,FIDE,0,2263,3.25,0.27,3.5
2022-07-11,Jonathan LB Blackburn,Ifan Rathbone-Jones,n1 ifan rathbone-jones,2065,N1,0.5,2259,4,0.75,4
2022-07-11,Jonathan LB Blackburn,Roger D De Coverly,NA,2040,ENG,0.5,2254,4.78,0.78,4.5
2022-07-12,Jonathan LB Blackburn,Hugh W Murphy,NA,2194,ENG,0,2245,5.37,0.59,4.5
2022-07-29,Jonathan LB Blackburn,Francisco Vallejo Pons,NA,2702,FIDE,0,2243,5.47,0.1,4.5
2022-07-30,Jonathan LB Blackburn,Mateus Felizardo Viageiro Vasco,NA,1852,FIDE,1,2245,6.37,0.9,5.5
2022-07-31,Jonathan LB Blackburn,Jose Fernando Cubas,NA,2451,FIDE,0,2241,6.62,0.25,5.5
2022-08-02,Jonathan LB Blackburn,Emil Risteski,NA,2405,FIDE,0.5,2244,6.92,0.3,6
2022-08-03,Jonathan LB Blackburn,Helgi Dam Ziska,NA,2549,FIDE,0,2242,7.08,0.16,6
2022-08-06,Jonathan LB Blackburn,Daniel Cawdery,NA,2417,FIDE,0,2237,7.37,0.29,6
2022-08-07,Jonathan LB Blackburn,Han Thiha Sai,NA,1974,FIDE,1,2240,8.21,0.84,7
2022-08-08,Jonathan LB Blackburn,Kirill Chukavin,NA,2418,FIDE,0.5,2243,8.5,0.29,7.5
2022-08-09,Jonathan LB Blackburn,Paul A Carpenter,NA,1938,FIDE,0.5,2237,9.36,0.86,8
2022-10-14,Jonathan LB Blackburn,Damian M McCarthy,NA,1936,ENG,1,2239,10.23,0.87,9
2022-10-15,Jonathan LB Blackburn,Athar Ansari,NA,2085,ENG,1,2244,10.96,0.73,10
2022-10-15,Jonathan LB Blackburn,Nathanael Paul,NA,2124,ENG,1,2249,11.65,0.69,11
2022-10-16,Jonathan LB Blackburn,Ali Reza Jaunooby,NA,2255,ENG,0.5,2249,12.16,0.51,11.5
2022-10-16,Jonathan LB Blackburn,John P Wareing,NA,2007,ENG,1,2252,12.97,0.81,12.5
2022-10-21,Jonathan LB Blackburn,Samuel A Parry,NA,1988,ENG,0.5,2246,13.8,0.83,13
2022-10-22,Jonathan LB Blackburn,Ryszard Maciol,NA,2219,ENG,0.5,2246,14.36,0.56,13.5
2022-10-23,Jonathan LB Blackburn,Andrew N Greet,NA,2423,ENG,0,2241,14.64,0.28,13.5
2022-11-01,Jonathan LB Blackburn,Bartosz Fajfer,NA,1952,ENG,1,2243,15.49,0.85,14.5
2022-11-16,Jonathan LB Blackburn,Simon Layhe,NA,1892,ENG,1,2245,16.38,0.89,15.5
2022-11-29,Jonathan LB Blackburn,Alex Richardson,NA,2028,ENG,0.5,2240,17.17,0.79,16
2022-04-12,Peter Varley,Robert J Harnett,NA,1900,FIDE,1,2251,0.88,0.88,1
2022-04-13,Peter Varley,Federico Casagrande,NA,2082,FIDE,0.5,2247,1.6,0.72,1.5
2022-04-14,Peter Varley,Ema Walter,NA,2013,FIDE,1,2251,2.4,0.8,2.5
2022-04-15,Peter Varley,Madalin Andronescu,NA,2161,FIDE,0,2241,3.02,0.62,2.5
2022-04-16,Peter Varley,Radovan Damnjanovic,NA,2262,FIDE,0.5,2241,3.5,0.48,3
2022-04-17,Peter Varley,Klara Zemkova,NA,1775,FIDE,0,2227,4.4,0.9,3
2022-04-18,Peter Varley,Jovan Rasic,NA,2174,FIDE,0.5,2225,5.01,0.61,3.5
2022-10-03,Peter Varley,Daryna Kryvenko,NA,1420,FIDE,1,2226,5.91,0.9,4.5
2022-10-04,Peter Varley,George Caruana,NA,1696,FIDE,1,2228,6.81,0.9,5.5
2022-10-05,Peter Varley,Conrad Thake,NA,1775,FIDE,1,2230,7.71,0.9,6.5
2022-10-06,Peter Varley,Deola Guilherme Borges,NA,2131,FIDE,0.5,2227,8.37,0.66,7
2022-10-07,Peter Varley,Sergej Berezjuk,NA,2382,FIDE,0.5,2230,8.69,0.32,7.5
2022-10-08,Peter Varley,Mario Psaila,NA,1720,FIDE,1,2232,9.59,0.9,8.5
2022-10-09,Peter Varley,Predrag Crnkovic,NA,1736,FIDE,1,2233,10.49,0.9,9.5
2022-11-09,Peter Varley,Mark Adams,g1 mark adams,1927,G1,0.5,2227,11.35,0.86,10
2022-11-30,Peter Varley,James Lavender,g1 james lavender,2078,G1,1,2232,12.08,0.73,11
2022-07-07,Alex Bullen,Ron Williams,g1 ron williams,1546,G1,1,2237,0.9,0.9,1
2022-07-07,Alex Bullen,Jose Camacho Collados,e1 jose camacho collados,2465,E1,0,2233,1.11,0.21,1
2022-07-08,Alex Bullen,Tim R Spanton,NA,1955,ENG,0,2220,1.94,0.83,1
2022-07-09,Alex Bullen,Joshua McKenna,e1 joshua mckenna,1805,E1,1,2221,2.84,0.9,2
2022-07-09,Alex Bullen,Hugo Fowler,g1 hugo fowler,2012,G1,1,2225,3.62,0.78,3
2022-07-10,Alex Bullen,Ifan Rathbone-Jones,n1 ifan rathbone-jones,2065,N1,0.5,2221,4.35,0.73,3.5
2022-07-11,Alex Bullen,Anthony Hughes,g1 anthony hughes,1932,G1,1,2224,5.2,0.85,4.5
2022-07-11,Alex Bullen,John R. Richardson,NA,2389,ENG,0,2219,5.49,0.29,4.5
2022-07-12,Alex Bullen,Roger D De Coverly,NA,2040,ENG,1,2223,6.24,0.75,5.5
2022-07-18,Alex Bullen,Erik Beugelink,NA,1948,FIDE,1,2226,7.08,0.84,6.5
2022-07-19,Alex Bullen,Nico Zwirs,NA,2485,FIDE,0,2222,7.27,0.19,6.5
2022-07-20,Alex Bullen,Oscar Klaren,NA,1923,FIDE,0.5,2217,8.13,0.86,7
2022-07-21,Alex Bullen,Andre Breedveld,NA,1982,FIDE,1,2220,8.94,0.81,8
2022-07-22,Alex Bullen,Sierk Kanis,NA,1985,FIDE,0.5,2215,9.75,0.81,8.5
2022-07-23,Alex Bullen,Roger Labruyere,NA,2070,FIDE,1,2219,10.47,0.72,9.5
2022-07-24,Alex Bullen,Cor Croese,NA,2173,FIDE,1,2226,11.06,0.59,10.5
2022-07-29,Alex Bullen,Jaime Santos Latasa,NA,2675,FIDE,0,2224,11.16,0.1,10.5
2022-07-31,Alex Bullen,M Reuben D Zacarias,NA,2175,FIDE,0,2215,11.75,0.59,10.5
2022-08-01,Alex Bullen,Musab Shaker,NA,1705,FIDE,1,2217,12.65,0.9,11.5
2022-08-02,Alex Bullen,Andrej Veljanoski,NA,2162,FIDE,0.5,2215,13.25,0.6,12
2022-08-03,Alex Bullen,Rogvi Egilstoft,NA,2284,FIDE,0,2208,13.68,0.43,12
2022-08-05,Alex Bullen,Mohamed Lemine Cheikhna,NA,1899,FIDE,1,2210,14.55,0.87,13
2022-08-07,Alex Bullen,Myat Aung Kyaw,NA,1839,FIDE,1,2212,15.45,0.9,14
2022-08-08,Alex Bullen,Aleksandr Volodin,NA,2454,FIDE,0.5,2216,15.67,0.22,14.5
2022-08-09,Alex Bullen,Jem Gurner,NA,1800,FIDE,0.5,2210,16.57,0.9,15
2022-09-02,Alex Bullen,Lef Zografos,e1 lef zografos,1746,E1,1,2211,17.47,0.9,16
2022-09-03,Alex Bullen,Joe Fathallah,e1 joe fathallah,2075,E1,0,2200,18.19,0.72,16
2022-09-03,Alex Bullen,Hugo Fowler,g1 hugo fowler,2012,G1,0.5,2195,18.97,0.78,16.5
2022-09-04,Alex Bullen,Deio Parri,n1 deio parri,1595,N1,1,2197,19.87,0.9,17.5
2022-09-04,Alex Bullen,David Robinson,e1 david robinson,1851,E1,1,2199,20.77,0.9,18.5
2022-09-14,Alex Bullen,Nigel Ralphs,e1 nigel ralphs,2037,E1,1,2202,21.53,0.76,19.5
2022-09-28,Alex Bullen,David Llewellyn,e1 david llewellyn,1899,E1,0,2188,22.4,0.87,19.5
2022-10-12,Alex Bullen,Matthew Davies,e1 matthew davies,1969,E1,0.5,2183,23.22,0.82,20
2022-10-15,Alex Bullen,Steve Williams (Cwm),g1 steve williams (cwm),1757,G1,1,2185,24.12,0.9,21
2022-10-15,Alex Bullen,Alun Smith,e1 alun smith,1650,E1,1,2186,25.02,0.9,22
2022-10-15,Alex Bullen,David Robinson,e1 david robinson,1851,E1,1,2188,25.92,0.9,23
2022-10-16,Alex Bullen,Dillan Duke,g1 dillan duke,1665,G1,1,2190,26.82,0.9,24
2022-10-16,Alex Bullen,Grzegorz Toczek,e1 grzegorz toczek,2330,E1,0.5,2192,27.19,0.37,24.5
2022-10-19,Alex Bullen,Louis Jamieson,e1 louis jamieson,1900,E1,1,2194,28.06,0.87,25.5
2022-10-22,Alex Bullen,Darren Reed,NA,2007,ENG,0.5,2189,28.85,0.79,26
2022-10-23,Alex Bullen,Hubert Mossong,NA,2070,ENG,1,2194,29.57,0.72,27
2022-11-09,Alex Bullen,Joe Fathallah,e1 joe fathallah,2075,E1,1,2198,30.29,0.72,28
2022-12-14,Alex Bullen,Daniel Wilmot,e1 daniel wilmot,1928,E1,1,2201,31.14,0.85,29
2022-07-07,Tom Brown,Dale Westcott,w1 dale westcott,1667,W1,1,2213,0.9,0.9,1
2022-07-08,Tom Brown,Joakim Nilsson,NA,2213,FIDE,1,2221,1.4,0.5,2
2022-07-09,Tom Brown,Jose Camacho Collados,e1 jose camacho collados,2465,E1,0,2218,1.59,0.19,2
2022-07-09,Tom Brown,Nigel Ralphs,e1 nigel ralphs,2037,E1,0.5,2214,2.32,0.73,2.5
2022-07-10,Tom Brown,Bob Hurn,e1 bob hurn,1610,E1,1,2216,3.22,0.9,3.5
2022-07-11,Tom Brown,Jeremy F S Menadue,NA,2048,ENG,1,2220,3.94,0.72,4.5
2022-07-11,Tom Brown,Peter K Wells,NA,2429,ENG,0,2216,4.16,0.22,4.5
2022-07-12,Tom Brown,Jack Rudd,NA,2416,ENG,0,2213,4.4,0.24,4.5
2022-07-16,Tom Brown,Max Hieber,NA,1675,FIDE,1,2214,5.3,0.9,5.5
2022-07-17,Tom Brown,Kiri Arnold,NA,1858,FIDE,0.5,2208,6.18,0.88,6
2022-07-17,Tom Brown,Mateo Petricevic,NA,1869,FIDE,0.5,2202,7.06,0.88,6.5
2022-07-18,Tom Brown,Benedikt Dauner,NA,2323,FIDE,0,2197,7.4,0.34,6.5
2022-07-19,Tom Brown,Ekaterina Nikanova,NA,2030,FIDE,0,2185,8.14,0.74,6.5
2022-07-20,Tom Brown,Jack Yang,NA,1646,FIDE,0.5,2178,9.04,0.9,7
2022-07-22,Tom Brown,Walter Krejcar,NA,1778,FIDE,1,2180,9.94,0.9,8
2022-07-23,Tom Brown,Anja Jovanovic,NA,1926,FIDE,0,2167,10.78,0.84,8
2022-08-23,Tom Brown,David Llewellyn,e1 david llewellyn,1899,E1,1,2169,11.64,0.86,9
2022-08-26,Tom Brown,Connor Clarke,NA,2078,ENG,0.5,2166,12.32,0.68,9.5
2022-08-27,Tom Brown,Saahil Bansal,NA,2121,ENG,1,2172,12.95,0.63,10.5
2022-08-27,Tom Brown,Ned Carmichael,NA,1893,ENG,0.5,2166,13.81,0.86,11
2022-08-28,Tom Brown,Oisin O'cuilleanain,NA,2024,FIDE,1,2170,14.56,0.75,12
2022-08-28,Tom Brown,Stefanus Phan,NA,2032,ENG,0.5,2166,15.3,0.74,12.5
2022-08-29,Tom Brown,Alexander Cherniaev,NA,2488,ENG,0,2164,15.47,0.17,12.5
2022-08-30,Tom Brown,Roman C Mitra,NA,2268,ENG,0,2157,15.89,0.42,12.5
2022-09-21,Tom Brown,Joe Fathallah,e1 joe fathallah,2075,E1,1,2162,16.58,0.69,13.5
2022-10-06,Tom Brown,Joe Fathallah,e1 joe fathallah,2075,E1,0,2151,17.27,0.69,13.5
2022-10-12,Tom Brown,Sam Jukes,e1 sam jukes,2028,E1,0,2139,18.01,0.74,13.5
2022-10-15,Tom Brown,Ganesh Kadalarasan,g1 ganesh kadalarasan,1593,G1,1,2141,18.91,0.9,14.5
2022-10-15,Tom Brown,Mark Thomas,w1 mark thomas,1916,W1,1,2143,19.76,0.85,15.5
2022-10-15,Tom Brown,Dave Turner,g1 dave turner,1968,G1,1,2146,20.56,0.8,16.5
2022-10-16,Tom Brown,Grzegorz Toczek,e1 grzegorz toczek,2330,E1,0.5,2149,20.9,0.34,17
2022-10-16,Tom Brown,Sam Jukes,e1 sam jukes,2028,E1,0,2137,21.64,0.74,17
2022-11-05,Tom Brown,Dominic Miller,NA,2123,ENG,0.5,2135,22.26,0.62,17.5
2022-11-06,Tom Brown,Charles E Tippleston,NA,2059,ENG,0,2124,22.97,0.71,17.5
2022-11-27,Tom Brown,Kabir Singh,e1 kabir singh,1900,E1,1,2126,23.83,0.86,18.5
2022-12-20,Tom Brown,Pete Heaven,e1 pete heaven,2102,E1,0.5,2124,24.48,0.65,19
2022-12-31,Tom Brown,Tim Kett,e1 tim kett,2276,E1,0.5,2125,24.89,0.41,19.5
2022-12-29,Tom Brown,Alex Golding,NA,2373,ENG,0,2121,25.17,0.28,19.5
2022-12-30,Tom Brown,George I Miller,NA,1882,ENG,1,2123,26.04,0.87,20.5
2023-01-01,Tom Brown,Bogdan Lalic,NA,2436,ENG,0.5,2127,26.25,0.21,21
2023-01-02,Tom Brown,Timo Kueppers,NA,2249,FIDE,0,2120,26.7,0.45,21
2023-01-03,Tom Brown,John N Sugden,NA,2084,ENG,1,2125,27.38,0.68,22
2023-01-04,Tom Brown,Batsukh Anand,NA,2156,ENG,0,2116,27.96,0.58,22
2022-10-16,Sven Zeidler,H William Ingham,NA,1905,ENG,1,2209,0.85,0.85,1
2022-10-17,Sven Zeidler,Rolf Dijksterhuis,NA,1911,FIDE,0.5,2204,1.7,0.85,1.5
2022-10-18,Sven Zeidler,John K Robinson,NA,1746,ENG,1,2205,2.6,0.9,2.5
2022-10-19,Sven Zeidler,Jos Teeuwen,NA,2029,FIDE,0,2194,3.34,0.74,2.5
2022-10-20,Sven Zeidler,Kees De Kruif,NA,1846,FIDE,0.5,2187,4.23,0.89,3
2022-10-21,Sven Zeidler,Arita Strade,NA,1918,FIDE,1,2190,5.07,0.84,4
2022-10-22,Sven Zeidler,Stephen P Dilleigh,NA,2089,ENG,1,2195,5.73,0.66,5
2022-07-17,Carl Strugnell,Bojan Maksimovic,NA,2465,FIDE,0,2195,0.18,0.18,0
2022-07-18,Carl Strugnell,Reda Zniber,NA,1979,FIDE,1,2199,0.96,0.78,1
2022-07-19,Carl Strugnell,Walia Singh Namitbir,NA,2293,FIDE,0,2193,1.33,0.37,1
2022-07-19,Carl Strugnell,Alena Nikulina,NA,1923,FIDE,1,2196,2.16,0.83,2
2022-07-20,Carl Strugnell,Vuk Damjanovic,NA,2393,FIDE,0,2192,2.41,0.25,2
2022-07-21,Carl Strugnell,Masa Maksimovic,NA,2060,FIDE,1,2197,3.1,0.69,3
2022-07-21,Carl Strugnell,Lazar Radusinovic,NA,2350,FIDE,0,2192,3.39,0.29,3
2022-07-22,Carl Strugnell,Vladimir Kostic,NA,2105,FIDE,1,2198,4.02,0.63,4
2022-07-23,Carl Strugnell,Aleksa Petrovic,NA,2230,FIDE,0.5,2199,4.47,0.45,4.5
2022-05-01,Jane Richmond,Savas Marin Stoica,NA,2139,ENG,0,2152,0.53,0.53,0
2022-07-08,Jane Richmond,Gautham Shenbagakumar,NA,1934,ENG,1,2156,1.32,0.79,1
2022-07-09,Jane Richmond,Roland Bezuidenhout,NA,2348,ENG,0,2152,1.57,0.25,1
2022-07-09,Jane Richmond,Iwan Cave,NA,1994,ENG,1,2156,2.29,0.72,2
2022-08-27,Jane Richmond,Douglas Hayne,NA,1874,ENG,1,2159,3.13,0.84,3
2022-08-28,Jane Richmond,Kushal Jakhria,NA,1875,ENG,0,2145,3.97,0.84,3
2022-08-29,Jane Richmond,Neil Coward,NA,1763,ENG,1,2147,4.87,0.9,4
2022-08-29,Jane Richmond,John P Wareing,NA,2022,ENG,1,2152,5.56,0.69,5
2022-10-22,Jane Richmond,Marek Mazek,NA,2033,ENG,1,2157,6.24,0.68,6
2022-10-23,Jane Richmond,Elis Denele Dicen,NA,1970,ENG,0.5,2153,6.99,0.75,6.5
2022-11-19,Jane Richmond,Graham Bolt,NA,2002,ENG,1,2158,7.7,0.71,7.5
2022-11-19,Jane Richmond,William M McDougall,NA,2109,ENG,0,2149,8.27,0.57,7.5
2022-11-20,Jane Richmond,George A Darling,NA,1912,ENG,1,2152,9.08,0.81,8.5
2022-07-07,Olivia Smith,Callum Davies,e1 callum davies,1850,E1,1,2158,0.85,0.85,1
2022-07-08,Olivia Smith,Sam Jukes,e1 sam jukes,2028,E1,1,2164,1.53,0.68,2
2022-07-09,Olivia Smith,Alistair Hill,NA,2258,ENG,0.5,2166,1.89,0.36,2.5
2022-07-09,Olivia Smith,John R. Richardson,NA,2389,ENG,1,2178,2.1,0.21,3.5
2022-07-11,Olivia Smith,Peter K Wells,NA,2429,ENG,0,2176,2.27,0.17,3.5
2022-07-11,Olivia Smith,Jose Camacho Collados,e1 jose camacho collados,2465,E1,0,2173,2.41,0.14,3.5
2022-07-12,Olivia Smith,Joakim Nilsson,NA,2213,FIDE,0.5,2175,2.83,0.42,4
2022-07-29,Olivia Smith,Agrawal Vantika,NA,2371,FIDE,0,2171,3.05,0.22,4
2022-07-30,Olivia Smith,Angelica Magno,NA,1211,FIDE,1,2173,3.95,0.9,5
2022-07-31,Olivia Smith,Hanne Goossens,NA,2159,FIDE,0.5,2173,4.45,0.5,5.5
2022-08-01,Olivia Smith,Keisha C Van Wyk,NA,1237,FIDE,1,2174,5.35,0.9,6.5
